user,tweet,work
user24,Doy gracias a la vida por quién permanece a mi lado pero más incluso le agradezco de los que me alejó 🖤,singer
user24,"RT @_rociioblancoo_: Yo cuando quede un día para que salga DEP.
@Dellafuente_ https://t.co/sf56XSq1PM",singer
user24,RT @washakawash: yo cada noche después de escuchar Taifa Yallah @Dellafuente_ https://t.co/qubCwCDCjZ,singer
user24,RT @dieguitocham: Yo esperando al merchandising y al álbum de @Dellafuente_ https://t.co/S2q5bkeBDj,singer
user24,Este tema no sale en el disco pero quería darles las gracias igualmente  🖤 https://t.co/GP05EmQAzV,singer
user24,Por no querer ir despacio fue que te subiste al tren sin saber adonde iba y que no tenia vagones 🦂,singer
user24,Quiero hacer un álbum de temas míos en versión electrónica 🪐 con que temas queréis que me ponga??,singer
user24,"Ya es libre Ni soy santo ve a verlo y salva tu alma 🦅

gracias Diegoo 🖤🖤

https://t.co/6KkWbHtDGV",singer
user24,"Algarabía ya es libre en todas las plataformas✨

https://t.co/M5UZOl1l4H https://t.co/BbFOoKHHa0",singer
user24,RT @mofemar: Mi Bartolo sintiendo los adelantos del xino @Dellafuente_ 🖤 https://t.co/Zrs0ljGbWY,singer
user24,RT @pablo_m2612: Esperando a q @Dellafuente_ saque ya Descansa en Poder https://t.co/mBqDKNOVTy,singer
user24,RT @BobbyJewish: Esperando el nuevo disco de Dellafuente @Dellafuente_ https://t.co/EmoTHJTlPz,singer
user24,RT @aleerius: así toy esperando a que salga el disco del @Dellafuente_ https://t.co/17eUPWSRQR,singer
user24,"RT @ibz_707: ""Tu me dueles amor y yo le canto al dolor"" @Dellafuente_ https://t.co/c9AUEoTTUo",singer
user24,"Babyy no me llamess que yo estoy ocupao olvidando tus malees 🏌🏽‍♂️

 https://t.co/q39FMz2hz2",singer
user24,"Ya disponible el primer adelanto de Milagro

https://t.co/I22RcEscjC https://t.co/LZfOWptFnl",singer
user24,RT @lymartinez26: Duque esperando a que @Dellafuente_ saque el disco https://t.co/ffWZVEIN2B,singer
user24,"Imagina tú, yo y 10.000 locos más cantando y gozando to esto ❤️‍🔥✨

https://t.co/enZa0wulmY",singer
user24,"8 temas son un álbum y llega el  27/04/23 

Lágrimas pa otro díaaa https://t.co/jqgAuT79Rh",singer
user24,RT @Yaaizamartinn: Yo cuando salga el disco de @Dellafuente_ el 5🥰 https://t.co/qLZbYB2Zat,singer
user24,"RT @AnaMenaMusic: 08/05 EN PLATAFORMAS 
#LaPared 🥀 @Dellafuente_ https://t.co/J62QB2sTWy",singer
user24,RT @probles21: Yo cuando salga el disco del della @Dellafuente_ https://t.co/Lx6BcnB1x8,singer
user24,"Los del Control, DELLAFUENTE - La Luna (Video Lyric Oficial) 🌙

https://t.co/LjqAR1a65h",singer
user24,"Esta noche estrenamos nuevo proyecto 😈

https://t.co/mzG6fQPK6m https://t.co/xTxnyJKGno",singer
user24,RT @juanpgt17: Trankilito esperando el disco de  @Dellafuente_ https://t.co/ntqSC8Rl8R,singer
user24,RT @albertoolivare1: Aqui esperando el disco del @Dellafuente_ https://t.co/xbWm1cQ32c,singer
user24,RT @VaciaTripa: Ha vuelto @Dellafuente_ en la Fase 0. Ojalá sacase disco en la fase 4.,singer
user24,"Ya es libre Lágrimas pa otro díaa 🖤🖤

https://t.co/YsicjCGrBQ https://t.co/GxIHbT09wh",singer
user24,"2022 y Te como la cara sigue sin una nominación a los Grammy

https://t.co/VPCY5a0yCh",singer
user24,"Descanso En Poder

Nuevo album 05/06

https://t.co/ve78jCpagw https://t.co/cDhxD6mfXd",singer
user24,"RT @TaifaYallah: YA DISPONIBLE TAIFA YALLAH - EP.01 - CAUSA 

https://t.co/RpHdOdm1Wf",singer
user24,"Flores pa tu pelo ft Pepe:Vizio 🌼🌸🌺

https://t.co/mqq3KxL0J4 https://t.co/VX9efTZobx",singer
user24,RT @jajacansaojaja: Esperando asim el disco de @Dellafuente_ https://t.co/B8jaaIL4Xu,singer
user24,RT @carmeenlro_: yo cuando salga DEP el 05/06 @Dellafuente_ https://t.co/sfH3v3XhfV,singer
user24,"Mañana.

Gracias por tanto amor 🖤

https://t.co/eB2ygdQ1nB https://t.co/9TLrrZvLna",singer
user24,"Ya disponible Milagro en vinilo ⛩

https://t.co/3hjIRGzdvs https://t.co/eGftWAG9HX",singer
user24,"Mañana sale Lágrimas pa otro día 

😮‍💨😮‍💨😮‍💨

22h🇪🇸/2pm🇲🇽 https://t.co/iosD045zLp",singer
user24,RT @chsolez7: Yo esperando el disco de @Dellafuente_ #DEP https://t.co/7URKTcX5Jy,singer
user24,"RT @juaanmasvq: -te gusta dellafuente???
-ese quien es??? https://t.co/4gl2WJvig8",singer
user24,"Ya es libre Descanso En Poder. 

https://t.co/mqq3KxL0J4 https://t.co/6FkX39IFgA",singer
user24,RT @Martasr_29: Aquí esperando el disco de @Dellafuente_ https://t.co/JRBFrSb6ha,singer
user24,RT @luciiaamartiinn: esperando el disco de @Dellafuente_ https://t.co/ULlPk9zooF,singer
user24,RT @alvxrov_: Yo esperando por el disco de @Dellafuente_ https://t.co/wQrsLt90Or,singer
user24,"Tengo 10 min pa responder preguntas sobre @TaifaYallah 

https://t.co/zqHBFiFiq2",singer
user24,RT @lmigue9878: Yo esperando el disco del @Dellafuente_ https://t.co/YXC1XbrgA0,singer
user25,"RT @Del40al1_es: #13 (+1) @DaniFdez &amp; Juancho @Sidecarsrock PLAN FATAL
Hoy recibieron el Voto VIP de @mikinunez 
#Del40al1CocaCola https://…",singer
user25,"RT @NewsDaniFdez: 🤘🏻🤘🏻🤘🏻Viernesssss 🤘🏻🤘🏻🤘🏻

🥳 Os dejamos toda la info de los conciertos de @DaniFdez y la banda de este fin de semana 🎸🎤

📍…",singer
user25,"RT @antena3com: .@Aitanax y @DaniFdez unen sus voces para crear esta espectacular actuación en @LaVozKids. ✨ #LaVozKids

https://t.co/CgaZm…",singer
user25,"RT @cruillabcn: Aquest estiu ho donarem tot amb @sensenrajr, @TASHSULTANAA, @bombaestereo, @Franz_Ferdinand i molts més al nou escenari @ox…",singer
user25,RT @LaVozKids: Avance exclusivo de #LaVozKids 👉 La magia de @Aitanax y @DaniFdez cantando ‘Clima tropical’. 😍 #LaVozKids https://t.co/rOJCU…,singer
user25,RT @CADENA100: 📀 @DaniFdez ha compartido unas fotos desde el estudio con las deja claro que está preparando su nuevo disco: “Estamos en ell…,singer
user25,"RT @enterticket: No hay día que no os podamos recomendar un nuevo cartel de festival, pero este la verdad es que tiene un cariño especial d…",singer
user25,"‼️Sumamos nuevas fechas‼️

BURGOS (23 JUN) - Plaza Santa Teresa
PAMPLONA (9 JUL) - Plaza del Castillo
HUELVA (2 AGO… https://t.co/dRRvigk4nN",singer
user25,No sabéis cuánto siento que se haya cancelado el concierto. Estoy roto por dentro y no puedo explicaros la sensació… https://t.co/6kQqGz1RYU,singer
user25,"RT @NewsDaniFdez: ¡NOTICIÓN! 💥

@DaniFdez es uno de los artistas que actuará en las fiestas de San Fermín de Pamplona este 2023 😱

El conci…",singer
user25,"RT @atresmediacom: 🟠 Arrancan LAS BATALLAS de @LaVozKids con la llegada de los Asesores, este sábado en @antena3com 

🔝  @RosaLopez, @DaniF…",singer
user25,"RT @idilicfestival: Después de semanas de suspense, por fin desvelamos los artistas por días 🔥¡Viviremos dos jornadas por todo lo alto porq…",singer
user25,"RT @DaniFdezSpain: Os recordamos que ya hemos arrancado la gira de verano, y eso significa ¡Festivales! La semana que viene, el viernes, @D…",singer
user25,"Gente!!!!

Además de los festis de este año (os dejo el cartel con todos), pasaré por algunas fiestas de ciudades e… https://t.co/FwqamdJHcq",singer
user25,"RT @Cadena_Dial: ¿Algún fan de Los Rodríguez por aquí? 🥹

‘Me estás atrapando otra vez’ - @calamarooficial @ArielRotOficial @DaniFdez y Car…",singer
user25,"RT @YourWayMagazine: Ayer vivimos una noche mágica celebrando los 40 años de DRO junto a grandes artistas cómo @ArielRotOficial, @DaniFdez,…",singer
user25,RT @enterticket: Madrugar duele un poco menos cuando miras tu agenda y ves que este fin de semana te vas a Sevilla a disfrutar del @Interes…,singer
user25,"RT @CADENA100: Así fue el paso de La Gira de '¡Buenos dias, Javi y Mar!', con @OficialConchita y @DaniFdez como invitados para poner #lamej…",singer
user25,"Hay temas que nunca llegan a sonar en la radio o ser singles, pero con el tiempo se convierten en canciones importa… https://t.co/rx7QVDXCBN",singer
user25,"RT @GotTalentES: El pase de oro de @DaniFdez es para 'Vardanyan Brothers' 🥇

⭐ #GTAllStars4
🔵 https://t.co/fenrUL3cxH https://t.co/RxhkL2YU…",singer
user25,"RT @GotTalentES: Llegó la hora del talento ✨ ¡Arrancamos en 
@telecincoes! 🌟

Hoy con @DaniFdez como invitado 🙌🤩

⭐ #GTAllStars4
🔵 https://…",singer
user25,RT @DaniFdezSpain: Seguimos con la confirmación de horarios! El 2 de junio @DaniFdez estará en el Toledo Beat Festival y actuará en el esce…,singer
user25,"RT @La1_tve: ✨@vicco_music, @DaniFdez, @ACarmonaOficial y @AntonioOrozcoO vendrán de invitados a la semifinal de #CoverNight

⭕ https://t.c…",singer
user25,RT @vinodelamancha: #Sentidos23 se presenta en #LaRoda con el mejor cartel de sus 16 años de historia y la colaboración activa de los #vino…,singer
user25,"RT @idilicfestival: No paramos de escucharlo por todas partes, y normal, es un artistazo de pies a cabeza. Hablamos, obviamente, de @DaniFd…",singer
user25,"RT @Los40: Festival @portAmerica 2023 🎉 con @sebastianyatra  , @danifdez  #BadGyal, #NickiNicole... 

¡No te pierdas el festivalazo en Cald…",singer
user25,"RT @VibraMahou: Sábado 22/4 @DaniFdez en Sala Al Lío en Almendralejo, Badajoz, en la Gira Vibra Mahou 2023.

SOLD OUT! 🤟 https://t.co/PC7rw…",singer
user25,"Brutal este finde en Ciudad Real y Murcia! 🔥🔥🔥 No os podéis imaginar lo feliz que me hace cada concierto, cada ciud… https://t.co/QxN4TORaPr",singer
user25,"RT @Cadena_Dial: “En plena preparación…”: Dani Fernández se pone manos a la obra con su próximo proyecto

@DaniFdez 
🔗https://t.co/0GSxSsB9…",singer
user25,"RT @CircoHipsterian: ¡¡¡Faltan dos meses para que arranque @FdelosSentidos!!!

Será en La Roda (#Albacete) y contará con la presencia de: @…",singer
user25,"RT @NewsDaniFdez: 💥 YA A LA VENTA 💥

Ya está disponible la venta de entradas por día del @ArenalSound y...
¡@DaniFdez actúa el viernes 4 de…",singer
user25,"RT @NewsDaniFdez: ¡Traemos noticias frescas! 🗞️

Ya está disponible la venta de entradas por día del @nosinmusicafest y…

¡@DaniFdez estará…",singer
user25,"RT @IsmaelGarzon_: Muchas felicidades @DaniFdez y @Sidecarsrock N1 de esta semana ""Plan fatal""en la radio de Andalucía @canalfiesta #N1Cana…",singer
user25,RT @DaniFdezSpain: ¡Seguimos con las confirmaciones! Y es que @DaniFdez también formara parte del cartel de ARENAL SOUND 2023. El jueves 13…,singer
user25,"RT @Conexion_Spain: Conexión Valladolid Festival 5.0 cierra su cartel. @Sidecarsrock , @SofiaGabanna_ , @LiaKali_ y @PaulaMattheus se suman…",singer
user25,"Este verano voy a pasar poquito por casa, me voy a tener que pillar una buena maleta para tanta carretera…Aquí os d… https://t.co/N1hszFFDB8",singer
user25,RT @TurismoGalicia1: Completísimo el  @CaudalFest 2023 en  #Lugo con @vetustamorla @Leiva_Oficial @misscaffeina @sidonie_ @DaniFdez @OjeteC…,singer
user25,"RT @Del40al1_es: #24 (-1) @DaniFdez &amp; Juancho @Sidecarsrock PLAN FATAL
#Del40al1CocaCola https://t.co/eS0pOnT8qo https://t.co/BuK0T7SS2E",singer
user25,"RT @la2_tve: ""Y me declaro culpable de no evitar lo inevitable""

Preciosa actuación de @DaniFdez 💖

https://t.co/sFz6lW5eo5 https://t.co/CT…",singer
user25,RT @rne: Dani Fernández (@DaniFdez) se ha convertido en uno de los cantautores más importantes del momento. Sus canciones se sitúan entre l…,singer
user25,"RT @musicazul: [Festivales]

@idilicfestival anuncia el cartel de su primera edición. ¡Las entradas se pondrán a la venta en https://t.co/C…",singer
user25,Increíble mezclar música con baloncesto 🏀 Gracias @MovistarNBA y gracias @quique_gonzalez por alegrarnos la madruga… https://t.co/9uKQhZum78,singer
user25,"RT @NewsDaniFdez: ¡Traemos noticias frescas! 🗞️

@DaniFdez se suma al festival “Sentir Baeza” que se celebrará el 24 de Junio en el Espacio…",singer
user25,"RT @mtvspain: ¡Lo más buscado de la semana! 🔝 Estamos con ""El Lenguaje de los Coleteros"" de @soyRayden y @DaniFdez en un bucle constante de…",singer
user25,"RT @VibraMahou: 👋 @DaniFdez tiene un mensaje para vosotros en esta entrevista que le hicimos en la fábrica de @mahou_es. 
https://t.co/8Ssv…",singer
user25,"RT @NewsDaniFdez: 💥NOMINADO A LOS PREMIOS ÍDOLO 💥

🥳 @DaniFdez nominado en La Categoría Música de los @premiosidolo

🤞🏻🙏Habrá que esperar a…",singer
user25,"RT @DaniFdezSpain: Buenas tardes chicxs, tras los numerosos festivales para los que está confirmado @DaniFdez , os vamos a dejar un hilo co…",singer
user25,"RT @portAmerica: ✨💫BENVIDOS A PORTAMÉRICA 2023  💫✨

Abonos xa á venda SÓ en https://t.co/mEKUsZE1cP

#PortAmérica2023 #RíasBaixasFest https…",singer
user25,"RT @NewsDaniFdez: ¡Traemos noticias frescas! 🗞️

@DaniFdez actuará el 9 de septiembre en el festival @vivelatino_es que celebrará su segund…",singer
user25,"RT @MallorcaLiveFes: @DaniFdez ho ha tornat fer… Segon sold out aquesta nit a Es Gremi!
Estem impacients per veure el show que ens ha prepa…",singer
user25,RT @VibraMahou: Gira Vibra Mahou 2023 con @DaniFdez es un viaje lleno de emociones y aún queda mucho por disfrutar🎉🎶 https://t.co/bYxg9aQSMt,singer
user25,"RT @festibalazos: El estatuto de autonomía de Castilla-La Mancha cumple este año su 40 aniversario acompañado de la mejor música.

@DaniFde…",singer
user25,"LUGO!Mi más sincero agradecimiento al recibimiento de hoy, pero tengo unas palabras importantes.Cuando tengo que de… https://t.co/RrkHoB3wmU",singer
user25,"RT @CircoHipsterian: Este viernes será la única parada de la Gira @vibramahou de @DaniFdez en #Galicia.

Será en la Sala Tebras en #Lugo, q…",singer
user25,"RT @elprogreso_Lugo: #Cultura 🎤 @DaniFdez: ""Mi gran sueño es tener hijos y disfrutarlos rodeado de música""

🎶 El exmiembro de Auryn aterriz…",singer
user25,"RT @Del40al1_es: #13 (+1) @DaniFdez &amp; Juancho @Sidecarsrock PLAN FATAL
#Del40al1CocaCola https://t.co/eS0pOnT8qo https://t.co/vB4VOpp7ob",singer
user25,"RT @SalaTotemAretoa: ÚLTIMAS ENTRADAS ⚡ AZKEN SARRERAK
@DaniFdez | Pamplona-Iruñea
🎟️ https://t.co/wId88a0JQV

#GiraVibraMahou https://t.co…",singer
user25,"RT @wegowES: @DaniFdez cierra su gira @VibraMahou en #LaRiviera de #Madrid 💫
Entradas volando en #Wegow 👇
https://t.co/Xbdq1WnJ0g https://t…",singer
user25,"RT @DaniFdezSpain: Os recordamos que hoy tenemos un evento de la mano de @VibraMahou , donde @DaniFdez tiene algo que contarnos. El directo…",singer
user25,Mañana la gente de @VibraMahou me ha invitado a un planazo y voy a aprovechar para daros una noticia en un live a l… https://t.co/SkS1VWb5OW,singer
user25,"RT @NewsDaniFdez: ¡Mallorca! Quedan menos de 20 días para que @DaniFdez y su banda aterricen en la isla… 🏝️

¿Cuántas ganas tenéis de jaran…",singer
user25,"RT @Cadena_Dial: Dani Fernández, el artista del 2022, camino a comerse también el 2023 

@danifdez  
🔗https://t.co/JPF1MXRelL https://t.co/…",singer
user25,"RT @Dialtalcual: Buenísima la nueva canción de @soyRayden con @DaniFdez “El lenguaje de los coleteros” 🙌

Te la acaban de poner @RafaCanoOf…",singer
user25,"RT @Del40al1_es: #14 (-1) @DaniFdez &amp; Juancho @Sidecarsrock PLAN FATAL
#Del40al1CocaCola https://t.co/eS0pOnT8qo https://t.co/SXBPL2BHfJ",singer
user25,"RT @portaldemusica: @soyRayden y @DaniFdez unen sus voces en “El lenguaje de los coleteros”, tema que forma parte del disco “La Victoria Im…",singer
user25,"RT @pablogh_: Entrevista a @DaniFdez: “Hay que tenerle cariño a las caídas, eres quien eres también gracias a eso”  https://t.co/K0L5Yj0c4W…",singer
user25,"RT @RockTotalweb: Arrancamos el jueves con ""El lenguaje de los coleteros"" de @soyRayden junto a @DaniFdez con videoclip

https://t.co/8GENm…",singer
user25,"RT @menshealthESP: Hemos tenido la oportunidad de charlar con @DaniFdez sobre cómo es empezar de cero, salud mental y tatuajes antes de que…",singer
user25,RT @PodimoSpain: 🍻 Vente a conocer a fondo al cantante @DaniFdez en @esdlbirra  👉 https://t.co/cQXNMKwISD #escúchaloenPodimo https://t.co/O…,singer
user25,"RT @DaniFdezSpain: ¡Buenos días! Este fin de semana la gira continúa y es el turno de... 
Burgos y Vitoria-Gasteiz de la mano de @VibraMaho…",singer
user25,"RT @cadenadialmca: @DaniFdez en el ciclo @MallorcaLiveFes #MallorcaLiveNights @EsGremiCM
No te pierdas su nuevo concierto 📲📱📻🎉🤟 https://t.c…",singer
user25,"RT @NewsDaniFdez: ¡Vuelta a las salas! 🤘🏻

Mañana, @DaniFdez y su banda comienzan la gira…
¡Os dejamos toda la info! 😎

📆 27 de enero
📍 Val…",singer
user25,RT @VibraMahou: ¡Qué lujazo empezar la gira con @DaniFdez tan cerquita! 🫂 Noche mágica y las que quedan. Nos vemos en las salas 🍻🤘🏻 https:/…,singer
user25,Cuando vi este vídeo terminado me transporté otra vez hasta el 29 de diciembre y lloré como un niño como si volvier… https://t.co/3kIvUp1Lw9,singer
user25,"RT @Del40al1_es: ¿Puede ser 2023 aún mejor para @DaniFdez de lo que fue 2022? ¡Puede ser! De momento sigue en lista con PLAN FATAL (#12), j…",singer
user25,"RT @NewsDaniFdez: ¡Traemos noticias frescas! 🗞️

🎶 Ya sabemos los artistas por día del @FestivalSonica y…
¡@DaniFdez actuará el 15 de julio…",singer
user25,"RT @MallorcaLiveFes: Així és, @DaniFdez ho està petant🔥
Després d’esgotar el 24 sumem nova data el 23 de Febrer
Aconsegueix la teva entrada…",singer
user25,"RT @NewsDaniFdez: Hola chicxs 👋🏻 

‼️‼️ Vuelve a haber entradas para el concierto de Almendralejo. 

🔗  Recordad comprad en el link oficial…",singer
user25,RT @portaldemusica: @DaniFdez con su álbum “Entre Las Dudas Y El Azar” sube al 🔝 2️⃣9️⃣ de la Lista Oficial #Top100Álbumes https://t.co/N3Z…,singer
user25,RT @Conexion_Spain: Està quedado espectacular el cartel de nuestra 5ª edición! @NatosyWaor @Loquillo @AnaMenaMusic @SFDKoficial @DaniFdez @…,singer
user25,"RT @NewsDaniFdez: Y como ya sabéis la gira Plan Fatal pasará una segunda vez por Mallorca tras agotar la primera 🤘🏻

Así que si no fuisteis…",singer
user25,RT @ondacerogijon: El cantante @DaniFdez agota las entradas para el concierto que ofrecerá el 11 de febrero en la sala Albéniz de Gijón. En…,singer
user25,"RT @Del40al1_es: #12 (-1) @DaniFdez &amp; Juancho @Sidecarsrock PLAN FATAL
#Del40al1CocaCola https://t.co/eS0pOnT8qo https://t.co/W0CE1Bfleo",singer
user25,RT @Ballantines_ES: Dani nos cuenta lo mucho que tuvo que esforzarse para ganarse el respeto como músico y quitarse la etiqueta que tenía p…,singer
user25,"RT @VibraMahou: Define con tus 3 primeros emojis las ganas que tienes de que empiece la Gira Vibra Mahou 2023 junto a @DaniFdez, ¡os leemos…",singer
user25,RT @NewsDaniFdez: También os recordamos que ayer se sumó a la gira de @DaniFdez una segunda fecha en Mallorca tras haber agotado la primera…,singer
user25,"RT @insonoro: ""La Noche del Plan Fatal"" de Dani Fernández en el Wizink Center la noche del 29 de diciembre

📷 @uxiusa_ 
🖍 @gonza7alv 

http…",singer
user25,"RT @SeeTickets_ES: Nueva fecha para ver a @DaniFdez en #MallorcaLiveNights 🙌

Estás a tiempo de conseguir tus entradas en #SeeTickets 

htt…",singer
user25,"RT @SpainSpotify: 🟣 (09/01) El ""Plan Fatal"" de @DaniFdez con Juancho de @Sidecarsrock entra por primera vez en el Top200 de la lista de Spo…",singer
user25,"RT @NewsDaniFdez: ¡Hola chicos! Mucha atención a esto, por favor ⚠️⚠️⚠️

Como ya sabéis, estos últimos días se han estado produciendo estaf…",singer
user25,RT @rociorosales77: Esque por ejemplo en Córdoba has hecho sold out en una sala para 1200 personas cuando en 2019 fuimos solo 200 en hangar…,singer
user25,"Pensad que además de la gira de Enero-Abril, estaré este verano en muchos festis y ahí nos vamos a dejar igualmente… https://t.co/4ammSYA991",singer
user25,"RT @enterticket: La vuelta a la rutina se hace menos dura cuando el @FestivalSonica te alegra la mañana con nuevas confirmaciones.

Prepara…",singer
user25,"RT @Del40al1_es: #11 (+1) @DaniFdez &amp; Juancho @Sidecarsrock PLAN FATAL
#Del40al1CocaCola https://t.co/eS0pOnT8qo https://t.co/mboWlhRBCn",singer
user25,"RT @TuCaraMSuena: Dile a los demás que este dúo nos ¡FASCINA! 😍 

@RoiMendez y @DaniFdez llenan de buen rollo #TCMSReyes. 🎙️🎶

https://t.co…",singer
user25,"RT @MallorcaLiveFes: L‘any es comença amb canya 💥i quin ritme porteu💥 Només 50 entrades per a @DaniFdez a @esgremi 
Entrades a la venda des…",singer
user25,"RT @taaomusic: Aún sigo flipando con esto que hizo ayer @DaniFdez … sin micro, con el corazón y el @WiZinkCenter con 18.000 almas alucinand…",singer
user25,"RT @PatriciaImaz: Cuando el sueño cumplido y merecido de alguien se convierte en la felicidad de miles de personas… ✨

2022 gracias por ter…",singer
user25,"RT @patriciaesle: Señoras y señores, con ustedes @DaniFdez y un @WiZinkCenter hasta la bandera.

❤️‍🔥Enhorabuena por esta locura tan mereci…",singer
user25,"RT @soydavidmoya: Juanca, batería de Supersubmarina, sale a tocar con @DaniFdez “Supersubmarina” en su concierto de hoy en el Wizink 😳 http…",singer
user26,"AHORA SIII CDMX 15.05 SOLO SHOW EN EL LUNARIO DEL AUDITORIO NACIONAL 🫠 

28.04 a las 15h preventa
29.04 a las 15h v… https://t.co/FiSq0b3Tu1",singer
user26,"MÉXICO AHÍ VAMOS POR FINNN 🇲🇽

11.05 MONTERREY (Foro Didi)
12.05 GUADALAJARA (C3 Stage)
13.05 CDMX (Festival Emblem… https://t.co/Yw8dnfnqDX",singer
user26,Queridos amigos de LATAM tenía previsto llevar la gira para allá en 2022 pero por un asunto personal la tuve que po… https://t.co/P26lSzoQdB,singer
user26,"RT @SpringAlc: Primeras confirmaciones #SpringFestival2023💗

@Leiva_Oficial - @lorimeyersband - @alizzzmusic - @CarlosSadness y muy pronto.…",singer
user26,"RT @NathyPeluso: Las mujeres producimos, paso meses en el estudio produciendo, estoy produciendo todo mi disco. A este mundo le cuesta ente…",singer
user26,"Los gurús vendehumos han llegado a los cursos de producción. Que no os engañen, no hay métodos mágicos y las frases… https://t.co/JNV1j5bd16",singer
user26,"Anem per davant al sud de la ciutat
Vosaltres soneu avorrits i estirats 
Portaré a Castefa 3 grammys a l’any
Rosali… https://t.co/WzX57UQRkn",singer
user26,Esta semana salió el álbum de Amaia. El 4o disco q produzco. No hago discos como churros pq literal me dejo la vida… https://t.co/pJ6lKhNOiK,singer
user26,"RT @c_tanganachart: “Demasiadas Mujeres” – Spotify.

🌎. GLOBAL #78. – 1,131,211 (+14) *NP.

🇲🇽. MX #15. – 513,608 (-1) *pk #10*

🇪🇦. ES #25…",singer
user26,Hoy en día la composición y la producción suceden a la vez en el estudio. Son procesos paralelos q se entrelazan mi… https://t.co/lssPszLmDV,singer
user26,"RT @jenesaispop: Todo está bien de @alizzzmusic  es tremendo baladón con altura de himno. Entre lo personal y lo proletario, Alizzz invita…",singer
user26,Uno ya no puede compartir las entrevistas q le hacen pq todos los titulares son clickbait ridículos (aunque luego la entrevista esté guay),singer
user26,RT @oriolalsinaaa: ⚽️S’obren les portes del Camp Nou i la megafonia s’estrena amb “Que pasa nen” d’@alizzzmusic https://t.co/KC7T7XlOjp,singer
user26,Cremita por el cuerpo y cosquillas en el cuello para todosss https://t.co/LyTsvkNeCs https://t.co/bmFV9bOWr6… https://t.co/bmFV9bOWr6,singer
user26,"RT @LaSotana_: La Sotana 268 amb @alizzzmusic. No us despisteu i mireu aquest programa que no us esperaveu.

https://t.co/FpKrAEVDhm",singer
user26,TICKETS PARA EL 15.05 EN EL LUNARIO YA DISPONIBLES NOS VEMOS EN NADA MEXICOOO https://t.co/bTMoELnEeH https://t.co/K0epfQoS8y,singer
user26,Ahir vaig fer entrega del premi Gaudí a la millor música original. Merci per l’honor @academiacinecat https://t.co/b8yVTJevMC,singer
user26,"RT @amaiaromero: portada y contraportada de mi próximo disco: cuando no sé quién soy
😎😎😎😎😝😝😝😝 https://t.co/ZVErShuGed",singer
user26,"1. Pierdo el sentido 
2. Superficial
3. Los mejores 
4. Que pasa nen
5. Todo está bien https://t.co/rhJzBtfARa",singer
user26,"RT @petitdecaleril: abraçada a ca l'@alizzzmusic 
fent vanguarda a Castefa.
;-))

https://t.co/olVELfnp49",singer
user26,El divendres surt el meu primer tema en català i moro de ganes q l’escolteu https://t.co/DtVgxLp81L,singer
user26,Esta noche a las 00:00h todos activadísimos q tiene q ser nuestro mejor arranque de la historia :),singer
user26,Feliz 1er aniversario “Tiene que haber algo más” https://t.co/U28ZOWPLiH… https://t.co/U28ZOWPLiH,singer
user26,MADRID SOLD OUT ♥️ Resto de ciudades se acaban https://t.co/4lF7wirrFp https://t.co/mzMFI4hBOx,singer
user26,Gracias a todos los q os habéis pasado por el tour hasta la fecha ily https://t.co/4JbqGQ45P4,singer
user26,Estrenamos el nuevo show en casa y con sold out nos vemos luegooo :) https://t.co/0DjAN6nhsG,singer
user26,NUEVO MERCH DROP ✍️ https://t.co/HqHfHCEiYT https://t.co/oQrdr7HDMj… https://t.co/oQrdr7HDMj,singer
user26,ALIZZZ &amp; FRIENDS XMAS PARTY 28/12 @ La Capsa (El Prat). Entradas mañana a las 17:00h 🎄♥️,singer
user26,BCN: 300 entradas extra por levantamiento de restricciones go go go https://t.co/dPvKIQ9aKY,singer
user26,2 años de mi primer single “Todo me sabe a poco” Feel old yet? https://t.co/FjFK6SWPjQ,singer
user26,Tengo la capacidad de imaginarme vidas mías enteras en cuestión de un par de minutos,singer
user26,TODO ESTÁ BIEN XMAS PARTY 🎄 ENTRADAS https://t.co/zPkJ1wn2uE https://t.co/YeU4xKIWxK,singer
user26,"No sé si estoy buscando alcohol
O si me siento un poco solo https://t.co/tqhDCsLiX8",singer
user26,Tomar el camino contrario es una de las mayores sensaciones de libertad q existen,singer
user26,"Mañana Granada, Sábado Málaga ♥️ https://t.co/4lF7wirZuX https://t.co/AoPATRUuHe",singer
user26,QUE PASA NEN MERCH YA DISPONIBLE https://t.co/HqHfHCEQOr https://t.co/WOOwyV2O6v,singer
user26,“Todo está bien” este viernes nuevo adelanto de BOICOT https://t.co/Fx58ya7AI3,singer
user26,Barcelona euforia colectiva https://t.co/y3609Ly18a… https://t.co/y3609Ly18a,singer
user26,RT @zaharapop: berlin U5 con @alizzzmusic 10/06/22 https://t.co/M8MjtvHWAv,singer
user26,"Vuelve al tabaco, búscate a otro, atraca un banco https://t.co/1wD3b1xSkz",singer
user26,Viernes 23 @ La Mercè ♥️  https://t.co/CEq0xvDTrC https://t.co/KDaP3dXk70,singer
user26,MADRID VOLVEMOS 19 AGOSTO https://t.co/dP4cytjyC9 https://t.co/YpKTgq19my,singer
user26,"Muchas veces es difícil saber si una canción habla de amor, drogas o dios",singer
user26,MEXICO TOUR TICKETS ♥️🇲🇽 https://t.co/y0wwzn2VM3 https://t.co/XlOrDch3aZ,singer
user26,Vigila q canción dedicas pq algún día no vas a poder volverla a escuchar,singer
